about,avatar,certifications,city,country_code,current_company,current_company:company_id,current_company:name,education,educations_details,experience,followers,following,groups,id,languages,name,people_also_viewed,position,posts,recommendations,recommendations_count,timestamp,url,volunteer_experience,сourses
af,,"{'meta': '', 'subtitle': '', 'title': ''}","Redmond, Washington, United States",,"{'company_id': '', 'industry': '', 'link': '', 'name': '', 'title': ''}",,Microsoft,"{'degree': '', 'end_year': '', 'field': '', 'meta': '', 'start_year': '', 'title': '', 'url': ''}",The University of Chicago Booth School of Business,"{'Company': '', 'Company ID': '', 'Description': '', 'Duration': '', 'Location': '', 'End Date': '', 'Duration Short': ''}",11M followers,500+ connections,,,"{'Title': '', 'Subtitle': ''}",Satya Nadella,,,,,,,https://www.linkedin.com/in/satyanadella/,,"{'Title': '', 'Subtitle': ''}"
